frame,thread_id,particles_processed,time_spent_ms,migrations_sent,migrations_received,insertions,removals,subdivisions,merges
50,1,49,0.154,0,1,49,0,0,0
50,2,0,0.000,0,0,0,0,0,0
50,3,55,0.156,0,0,55,0,0,0
51,0,0,0.000,0,0,0,0,0,0
51,1,0,0.000,0,0,0,0,0,0
51,2,0,0.000,0,0,0,0,0,0
51,3,0,0.000,0,0,0,0,0,0
52,0,0,0.000,0,0,0,0,0,0
52,1,48,0.083,0,0,48,0,0,0
52,2,0,0.000,0,0,0,0,0,0
52,3,55,0.078,0,0,55,0,0,0
53,0,0,0.000,0,0,0,0,0,0
53,1,0,0.000,0,0,0,0,0,0
53,2,0,0.000,0,0,0,0,0,0
53,3,55,0.055,0,0,55,0,0,0
54,0,0,0.000,0,0,0,0,0,0
54,1,0,0.000,0,0,0,0,0,0
54,2,0,0.000,0,0,0,0,0,0
54,3,0,0.000,1,0,0,0,0,0
55,0,0,0.000,0,0,0,0,0,0
55,1,0,0.000,0,0,0,0,0,0
55,2,42,0.070,0,1,42,0,0,0
55,3,0,0.000,0,0,0,0,0,0
56,0,57,0.068,0,0,57,0,0,0
56,1,48,0.071,0,0,48,0,0,0
56,2,41,0.056,0,0,41,0,0,0
56,3,54,0.064,0,0,54,0,0,0
57,0,0,0.000,1,0,0,0,0,0
57,1,48,0.294,0,0,48,0,0,0
57,2,41,0.286,0,0,41,0,0,0
57,3,54,0.297,0,0,54,0,0,0
58,0,0,0.000,1,0,0,0,0,0
58,1,52,0.265,0,2,52,0,0,0
58,2,0,0.000,0,0,0,0,0,0
58,3,54,0.250,0,0,54,0,0,0
59,0,55,0.320,1,0,55,0,0,0
59,1,52,0.307,0,1,52,0,0,0
59,2,0,0.000,1,0,0,0,0,0
59,3,53,0.286,1,0,53,0,0,0
60,0,56,0.120,1,1,56,0,0,0
60,1,52,0.124,1,1,52,0,0,0
60,2,0,0.000,0,0,0,0,0,0
60,3,55,0.135,0,1,55,0,0,0
61,0,0,0.000,1,0,0,0,0,0
61,1,51,0.168,0,0,51,0,0,0
61,2,0,0.000,0,0,0,0,0,0
61,3,53,0.153,1,0,53,0,0,0
62,0,0,0.000,0,0,0,0,0,0
62,1,53,0.137,0,1,53,0,0,0
62,2,0,0.000,1,0,0,0,0,0
62,3,53,0.126,0,0,53,0,0,0
63,0,0,0.000,0,0,0,0,0,0
63,1,54,0.062,0,1,54,0,0,0
63,2,0,0.000,0,0,0,0,0,0
63,3,0,0.000,0,0,0,0,0,0
64,0,0,0.000,1,0,0,0,0,0
64,1,53,0.215,0,0,53,0,0,0
64,2,0,0.000,0,0,0,0,0,0
64,3,0,0.000,0,0,0,0,0,0
65,0,0,0.000,1,0,0,0,0,0
65,1,0,0.000,0,0,0,0,0,0
65,2,0,0.000,0,0,0,0,0,0
65,3,0,0.000,0,0,0,0,0,0
66,0,52,0.103,1,0,52,0,0,0
66,1,56,0.095,0,1,56,0,0,0
66,2,0,0.000,0,0,0,0,0,0
66,3,53,0.094,0,0,53,0,0,0
67,0,52,0.074,0,0,52,0,0,0
67,1,55,0.075,0,0,55,0,0,0
67,2,0,0.000,1,0,0,0,0,0
67,3,51,0.073,2,0,51,0,0,0
68,0,51,0.067,1,0,51,0,0,0
68,1,57,0.066,0,1,57,0,0,0
68,2,0,0.000,0,0,0,0,0,0
68,3,53,0.066,0,1,53,0,0,0
69,0,51,0.218,0,0,51,0,0,0
69,1,0,0.000,2,0,0,0,0,0
69,2,0,0.000,1,0,0,0,0,0
69,3,52,0.209,0,0,52,0,0,0
70,0,53,0.069,0,1,53,0,0,0
70,1,56,0.074,2,1,56,0,0,0
70,2,0,0.000,0,0,0,0,0,0
70,3,52,0.069,0,0,52,0,0,0
71,0,52,0.066,0,0,52,0,0,0
71,1,55,0.064,0,0,55,0,0,0
71,2,0,0.000,0,0,0,0,0,0
71,3,52,0.066,0,0,52,0,0,0
72,0,52,0.068,0,0,52,0,0,0
72,1,55,0.067,0,0,55,0,0,0
72,2,0,0.000,1,0,0,0,0,0
72,3,52,0.069,0,0,52,0,0,0
73,0,52,0.288,0,0,52,0,0,0
73,1,0,0.000,0,0,0,0,0,0
73,2,0,0.000,0,0,0,0,0,0
73,3,54,0.298,0,1,54,0,0,0
74,0,52,0.069,0,0,52,0,0,0
74,1,0,0.000,0,0,0,0,0,0
74,2,0,0.000,0,0,0,0,0,0
74,3,53,0.069,0,0,53,0,0,0
75,0,52,0.071,0,0,52,0,0,0
75,1,0,0.000,0,0,0,0,0,0
75,2,0,0.000,0,0,0,0,0,0
75,3,53,0.070,0,0,53,0,0,0
76,0,52,0.067,0,0,52,0,0,0
76,1,0,0.000,0,0,0,0,0,0
76,2,0,0.000,0,0,0,0,0,0
76,3,53,0.069,0,0,53,0,0,0
77,0,51,0.873,1,0,51,0,0,0
77,1,0,0.000,0,0,0,0,0,0
77,2,0,0.000,0,0,0,0,0,0
77,3,53,0.867,0,0,53,0,0,0
78,0,51,0.174,0,0,51,0,0,0
78,1,0,0.000,0,0,0,0,0,0
78,2,0,0.000,0,0,0,0,0,0
78,3,53,0.165,0,0,53,0,0,0
79,0,51,0.058,0,0,51,0,0,0
79,1,56,0.072,0,0,56,0,0,0
79,2,40,0.065,0,0,40,0,0,0
79,3,53,0.054,0,0,53,0,0,0
80,0,51,0.070,0,0,51,0,0,0
80,1,56,0.068,0,0,56,0,0,0
80,2,40,0.068,0,0,40,0,0,0
80,3,53,0.068,0,0,53,0,0,0
81,0,51,0.069,0,0,51,0,0,0
81,1,56,0.062,0,0,56,0,0,0
81,2,40,0.066,0,0,40,0,0,0
81,3,53,0.070,0,0,53,0,0,0
82,0,51,0.069,0,0,51,0,0,0
82,1,56,0.067,0,0,56,0,0,0
82,2,40,0.068,0,0,40,0,0,0
82,3,53,0.068,0,0,53,0,0,0
83,0,0,0.000,0,0,0,0,0,0
83,1,58,0.199,0,1,58,0,0,0
83,2,0,0.000,1,0,0,0,0,0
83,3,52,0.193,1,0,52,0,0,0
84,0,0,0.000,0,0,0,0,0,0
84,1,0,0.000,0,0,0,0,0,0
84,2,0,0.000,0,0,0,0,0,0
84,3,0,0.000,0,0,0,0,0,0
85,0,0,0.000,1,0,0,0,0,0
85,1,57,0.069,0,0,57,0,0,0
85,2,0,0.000,0,0,0,0,0,0
85,3,53,0.077,0,0,53,0,0,0
86,0,49,0.070,1,0,49,0,0,0
86,1,59,0.066,0,1,59,0,0,0
86,2,0,0.000,1,0,0,0,0,0
86,3,52,0.065,1,0,52,0,0,0
87,0,49,0.069,0,0,49,0,0,0
87,1,60,0.070,0,1,60,0,0,0
87,2,0,0.000,0,0,0,0,0,0
87,3,52,0.071,0,0,52,0,0,0
88,0,0,0.000,0,0,0,0,0,0
88,1,59,0.284,0,0,59,0,0,0
88,2,0,0.000,0,0,0,0,0,0
88,3,52,0.294,0,0,52,0,0,0
89,0,0,0.000,0,0,0,0,0,0
89,1,59,0.070,0,0,59,0,0,0
89,2,0,0.000,0,0,0,0,0,0
89,3,52,0.070,0,0,52,0,0,0
90,0,49,0.071,0,0,49,0,0,0
90,1,59,0.065,0,0,59,0,0,0
90,2,0,0.000,1,0,0,0,0,0
90,3,52,0.065,0,0,52,0,0,0
91,0,48,0.071,1,0,48,0,0,0
91,1,61,0.073,0,1,61,0,0,0
91,2,0,0.000,0,0,0,0,0,0
91,3,54,0.072,0,1,54,0,0,0
92,0,48,0.070,0,0,48,0,0,0
92,1,60,0.070,0,0,60,0,0,0
92,2,0,0.000,0,0,0,0,0,0
92,3,53,0.070,0,0,53,0,0,0
93,0,0,0.000,0,0,0,0,0,0
93,1,60,0.155,0,0,60,0,0,0
93,2,0,0.000,0,0,0,0,0,0
93,3,53,0.167,0,0,53,0,0,0
94,0,0,0.000,0,0,0,0,0,0
94,1,60,0.060,0,0,60,0,0,0
94,2,0,0.000,1,0,0,0,0,0
94,3,53,0.069,0,0,53,0,0,0
95,0,0,0.000,0,0,0,0,0,0
95,1,60,0.063,0,0,60,0,0,0
95,2,0,0.000,0,0,0,0,0,0
95,3,53,0.063,2,1,53,0,0,0
96,0,48,0.070,0,0,48,0,0,0
96,1,59,0.065,1,0,59,0,0,0
96,2,0,0.000,1,0,0,0,0,0
96,3,52,0.065,0,0,52,0,0,0
97,0,52,0.062,0,2,52,0,0,0
97,1,59,0.065,2,1,59,0,0,0
97,2,0,0.000,0,0,0,0,0,0
97,3,52,0.065,0,0,52,0,0,0
98,0,0,0.000,0,0,0,0,0,0
98,1,58,0.175,0,0,58,0,0,0
98,2,0,0.000,0,0,0,0,0,0
98,3,52,0.166,0,0,52,0,0,0
99,0,50,0.071,0,0,50,0,0,0
99,1,58,0.065,0,0,58,0,0,0
99,2,0,0.000,0,0,0,0,0,0
99,3,52,0.064,0,0,52,0,0,0
100,0,50,0.066,0,0,50,0,0,0
100,1,58,0.069,0,0,58,0,0,0
100,2,0,0.000,0,0,0,0,0,0
100,3,52,0.067,0,0,52,0,0,0
101,0,0,0.000,0,0,0,0,0,0
101,1,58,0.214,0,0,58,0,0,0
101,2,0,0.000,0,0,0,0,0,0
101,3,52,0.205,0,0,52,0,0,0
102,0,0,0.000,0,0,0,0,0,0
102,1,58,0.166,0,0,58,0,0,0
102,2,0,0.000,0,0,0,0,0,0
102,3,52,0.158,0,0,52,0,0,0
103,0,0,0.000,0,0,0,0,0,0
103,1,58,0.164,0,0,58,0,0,0
103,2,0,0.000,0,0,0,0,0,0
103,3,52,0.156,0,0,52,0,0,0
104,0,50,0.069,0,0,50,0,0,0
104,1,58,0.063,0,0,58,0,0,0
104,2,0,0.000,0,0,0,0,0,0
104,3,52,0.063,0,0,52,0,0,0
105,0,50,0.064,0,0,50,0,0,0
105,1,58,0.066,0,0,58,0,0,0
105,2,40,0.064,0,0,40,0,0,0
105,3,52,0.065,0,0,52,0,0,0
106,0,50,0.075,0,0,50,0,0,0
106,1,58,0.083,0,0,58,0,0,0
106,2,40,0.086,0,0,40,0,0,0
106,3,52,0.083,0,0,52,0,0,0
107,0,49,0.164,1,0,49,0,0,0
107,1,0,0.000,0,0,0,0,0,0
107,2,0,0.000,1,0,0,0,0,0
107,3,53,0.155,1,1,53,0,0,0
108,0,47,0.067,2,0,47,0,0,0
108,1,66,0.072,0,3,66,0,0,0
108,2,0,0.000,0,0,0,0,0,0
108,3,52,0.067,0,0,52,0,0,0
109,0,47,0.069,0,0,47,0,0,0
109,1,63,0.069,0,0,63,0,0,0
109,2,0,0.000,1,0,0,0,0,0
109,3,52,0.067,0,0,52,0,0,0
110,0,46,0.064,1,0,46,0,0,0
110,1,65,0.065,0,1,65,0,0,0
110,2,0,0.000,0,0,0,0,0,0
110,3,54,0.063,0,1,54,0,0,0
111,0,47,0.066,1,1,47,0,0,0
111,1,65,0.065,1,1,65,0,0,0
111,2,0,0.000,0,0,0,0,0,0
111,3,53,0.064,0,0,53,0,0,0
112,0,46,0.173,0,0,46,0,0,0
112,1,64,0.163,0,0,64,0,0,0
112,2,0,0.000,0,0,0,0,0,0
112,3,0,0.000,0,0,0,0,0,0
113,0,0,0.000,0,0,0,0,0,0
113,1,64,0.321,0,0,64,0,0,0
113,2,0,0.000,0,0,0,0,0,0
113,3,0,0.000,1,0,0,0,0,0
114,0,0,0.000,0,0,0,0,0,0
114,1,63,0.063,1,0,63,0,0,0
114,2,0,0.000,0,0,0,0,0,0
114,3,0,0.000,0,0,0,0,0,0
115,0,46,0.187,0,0,46,0,0,0
115,1,63,0.173,0,0,63,0,0,0
115,2,0,0.000,0,0,0,0,0,0
115,3,0,0.000,1,0,0,0,0,0
116,0,46,0.176,0,0,46,0,0,0
116,1,63,0.166,0,0,63,0,0,0
116,2,0,0.000,0,0,0,0,0,0
116,3,0,0.000,0,0,0,0,0,0
117,0,46,0.174,0,0,46,0,0,0
117,1,63,0.165,0,0,63,0,0,0
117,2,0,0.000,0,0,0,0,0,0
117,3,0,0.000,0,0,0,0,0,0
118,0,46,0.068,0,0,46,0,0,0
118,1,61,0.067,2,0,61,0,0,0
118,2,0,0.000,0,0,0,0,0,0
118,3,0,0.000,0,0,0,0,0,0
119,0,46,0.069,0,0,46,0,0,0
119,1,60,0.068,1,0,60,0,0,0
119,2,0,0.000,0,0,0,0,0,0
119,3,50,0.075,0,0,50,0,0,0
120,0,48,0.067,0,1,48,0,0,0
120,1,59,0.067,1,0,59,0,0,0
120,2,0,0.000,0,0,0,0,0,0
120,3,49,0.064,1,0,49,0,0,0
121,0,47,0.169,0,0,47,0,0,0
121,1,59,0.177,0,0,59,0,0,0
121,2,0,0.000,1,0,0,0,0,0
121,3,0,0.000,0,0,0,0,0,0
122,0,47,0.066,0,0,47,0,0,0
122,1,59,0.067,0,0,59,0,0,0
122,2,0,0.000,1,0,0,0,0,0
122,3,51,0.073,0,1,51,0,0,0
123,0,49,0.066,0,1,49,0,0,0
123,1,58,0.066,1,0,58,0,0,0
123,2,0,0.000,1,0,0,0,0,0
123,3,52,0.064,0,1,52,0,0,0
124,0,48,0.068,0,0,48,0,0,0
124,1,58,0.067,0,0,58,0,0,0
124,2,0,0.000,1,0,0,0,0,0
124,3,52,0.066,1,1,52,0,0,0
125,0,47,0.063,1,0,47,0,0,0
125,1,62,0.065,0,2,62,0,0,0
125,2,0,0.000,0,0,0,0,0,0
125,3,51,0.063,0,0,51,0,0,0
126,0,47,0.164,0,0,47,0,0,0
126,1,60,0.172,0,0,60,0,0,0
126,2,0,0.000,0,0,0,0,0,0
126,3,0,0.000,0,0,0,0,0,0
127,0,47,0.065,0,0,47,0,0,0
127,1,60,0.066,0,0,60,0,0,0
127,2,0,0.000,0,0,0,0,0,0
127,3,51,0.072,0,0,51,0,0,0
128,0,47,0.067,0,0,47,0,0,0
128,1,60,0.068,0,0,60,0,0,0
128,2,0,0.000,0,0,0,0,0,0
128,3,51,0.066,0,0,51,0,0,0
129,0,47,0.067,0,0,47,0,0,0
129,1,60,0.069,0,0,60,0,0,0
129,2,0,0.000,0,0,0,0,0,0
129,3,51,0.067,0,0,51,0,0,0
130,0,47,0.062,0,0,47,0,0,0
130,1,60,0.063,0,0,60,0,0,0
130,2,0,0.000,0,0,0,0,0,0
130,3,51,0.062,0,0,51,0,0,0
131,0,47,0.288,0,0,47,0,0,0
131,1,59,0.296,1,0,59,0,0,0
131,2,0,0.000,0,0,0,0,0,0
131,3,0,0.000,0,0,0,0,0,0
132,0,47,0.059,0,0,47,0,0,0
132,1,0,0.000,1,0,0,0,0,0
132,2,0,0.000,2,0,0,0,0,0
132,3,0,0.000,0,0,0,0,0,0
133,0,47,0.059,0,0,47,0,0,0
133,1,0,0.000,0,0,0,0,0,0
133,2,0,0.000,0,0,0,0,0,0
133,3,0,0.000,0,0,0,0,0,0
134,0,0,0.000,0,0,0,0,0,0
134,1,59,0.073,0,0,59,0,0,0
134,2,0,0.000,0,0,0,0,0,0
134,3,0,0.000,0,0,0,0,0,0
135,0,0,0.000,0,0,0,0,0,0
135,1,59,0.061,0,0,59,0,0,0
135,2,0,0.000,0,0,0,0,0,0
135,3,0,0.000,0,0,0,0,0,0
136,0,47,0.197,0,0,47,0,0,0
136,1,59,0.184,0,0,59,0,0,0
136,2,0,0.000,0,0,0,0,0,0
136,3,0,0.000,0,0,0,0,0,0
137,0,46,0.069,1,0,46,0,0,0
137,1,61,0.067,0,1,61,0,0,0
137,2,0,0.000,0,0,0,0,0,0
137,3,52,0.074,0,0,52,0,0,0
138,0,48,0.068,0,1,48,0,0,0
138,1,59,0.066,1,0,59,0,0,0
138,2,0,0.000,0,0,0,0,0,0
138,3,52,0.064,0,0,52,0,0,0
139,0,47,0.066,0,0,47,0,0,0
139,1,58,0.068,1,0,58,0,0,0
139,2,0,0.000,0,0,0,0,0,0
139,3,52,0.064,0,0,52,0,0,0
140,0,47,0.153,0,0,47,0,0,0
140,1,57,0.162,1,0,57,0,0,0
140,2,0,0.000,0,0,0,0,0,0
140,3,0,0.000,0,0,0,0,0,0
141,0,47,0.063,0,0,47,0,0,0
141,1,57,0.064,0,0,57,0,0,0
141,2,0,0.000,0,0,0,0,0,0
141,3,52,0.069,0,0,52,0,0,0
142,0,47,0.066,0,0,47,0,0,0
142,1,57,0.067,0,0,57,0,0,0
142,2,0,0.000,0,0,0,0,0,0
142,3,52,0.066,0,0,52,0,0,0
143,0,47,0.068,0,0,47,0,0,0
143,1,57,0.068,0,0,57,0,0,0
143,2,0,0.000,1,0,0,0,0,0
143,3,52,0.067,0,0,52,0,0,0
144,0,46,0.068,1,0,46,0,0,0
144,1,61,0.069,0,2,61,0,0,0
144,2,0,0.000,0,0,0,0,0,0
144,3,52,0.066,0,0,52,0,0,0
145,0,48,0.271,0,1,48,0,0,0
145,1,57,0.281,2,0,57,0,0,0
145,2,0,0.000,0,0,0,0,0,0
145,3,0,0.000,0,0,0,0,0,0
146,0,47,0.064,0,0,47,0,0,0
146,1,56,0.064,1,0,56,0,0,0
146,2,0,0.000,0,0,0,0,0,0
146,3,51,0.069,0,0,51,0,0,0
147,0,47,0.065,0,0,47,0,0,0
147,1,56,0.066,0,0,56,0,0,0
147,2,0,0.000,0,0,0,0,0,0
147,3,51,0.065,0,0,51,0,0,0
148,0,47,0.069,0,0,47,0,0,0
148,1,56,0.069,0,0,56,0,0,0
148,2,0,0.000,0,0,0,0,0,0
148,3,51,0.068,0,0,51,0,0,0
149,0,47,0.068,0,0,47,0,0,0
149,1,56,0.069,0,0,56,0,0,0
149,2,0,0.000,0,0,0,0,0,0
149,3,51,0.066,0,0,51,0,0,0
150,0,47,0.158,0,0,47,0,0,0
150,1,56,0.168,0,0,56,0,0,0
150,2,0,0.000,0,0,0,0,0,0
150,3,0,0.000,0,0,0,0,0,0
151,0,47,0.064,0,0,47,0,0,0
151,1,56,0.063,0,0,56,0,0,0
151,2,0,0.000,0,0,0,0,0,0
151,3,51,0.069,0,0,51,0,0,0
152,0,0,0.000,0,0,0,0,0,0
152,1,0,0.000,0,0,0,0,0,0
152,2,0,0.000,1,0,0,0,0,0
152,3,0,0.000,0,0,0,0,0,0
153,0,0,0.000,0,0,0,0,0,0
153,1,54,0.068,0,0,54,0,0,0
153,2,0,0.000,0,0,0,0,0,0
153,3,53,0.073,0,1,53,0,0,0
154,0,0,0.000,0,0,0,0,0,0
154,1,54,0.173,0,0,54,0,0,0
154,2,0,0.000,0,0,0,0,0,0
154,3,52,0.182,0,0,52,0,0,0
155,0,0,0.000,0,0,0,0,0,0
155,1,53,0.062,1,0,53,0,0,0
155,2,0,0.000,0,0,0,0,0,0
155,3,0,0.000,0,0,0,0,0,0
156,0,0,0.000,0,0,0,0,0,0
156,1,52,0.059,1,0,52,0,0,0
156,2,0,0.000,0,0,0,0,0,0
156,3,0,0.000,0,0,0,0,0,0
157,0,0,0.000,0,0,0,0,0,0
157,1,52,0.058,0,0,52,0,0,0
157,2,0,0.000,0,0,0,0,0,0
